,Book-Title,total_ratings,sum_weighted_ratings,weighted_avg_rating
135331,The Second Silence,41,79,1.9268292682926829
45730,Fox's Earth,27,52,1.9259259259259258
36305,Dreaming,27,52,1.9259259259259258
90746,"People of the Sea (The First North Americans series, Book 5)",27,52,1.9259259259259258
131087,The Nine Month Plan,27,52,1.9259259259259258
86872,Olivia (Logan),40,77,1.925
28435,Damage,39,75,1.9230769230769231
11324,Assumed Identity,39,75,1.9230769230769231
109473,Stone Kiss,78,150,1.9230769230769231
112485,Talking God (Jim Chee Novels),52,100,1.9230769230769231
132299,The Peppered Moth,26,50,1.9230769230769231
43606,Firefly Beach,78,150,1.9230769230769231
6769,After Midnight,26,50,1.9230769230769231
130263,The Murders of Richard III,26,50,1.9230769230769231
89325,PRODIGAL DAUGHTR,26,50,1.9230769230769231
96352,Rebecca's Tale,38,73,1.9210526315789473
100824,Sarah's Window,38,73,1.9210526315789473
59084,Impetuous,25,48,1.92
110853,Sunset Limited (Dave Robicheaux Mysteries (Paperback)),37,71,1.9189189189189189
102039,Season of the Machete,74,142,1.9189189189189189
101804,Scruples Two,49,94,1.9183673469387754
118513,The Chocolate War (Laurel Leaf Books),61,117,1.9180327868852458
130249,The Murder of Roger Ackroyd,24,46,1.9166666666666667
24946,Coming of Age in Mississippi,36,69,1.9166666666666667
109962,"Stranger in Paradise (A Carson Springs Novel, Book 1)",36,69,1.9166666666666667
134851,The Sabbathday River,35,67,1.9142857142857144
6058,About That Man,23,44,1.9130434782608696
148764,Va' dove ti porta il cuore (Romanzi e racconti),23,44,1.9130434782608696
106866,Someone in the House,23,44,1.9130434782608696
143804,Tiles and Tribulations (Den of Antiquity Mysteries),23,44,1.9130434782608696
104033,She's Come Undone,46,88,1.9130434782608696
72645,Love Beyond Reason,23,44,1.9130434782608696
44537,Fly Away Home,23,44,1.9130434782608696
62956,Joining,34,65,1.911764705882353
22434,Chesapeake,56,107,1.9107142857142858
137523,The Tailor of Panama,78,149,1.9102564102564104
67309,Lake Wobegon days,100,191,1.91
154881,Winter Moon,144,275,1.9097222222222223
84503,Night Train,22,42,1.9090909090909092
112599,Taming a Sea-Horse,22,42,1.9090909090909092
8859,An American Childhood,33,63,1.9090909090909092
6285,Across Five Aprils,33,63,1.9090909090909092
138494,The Trials of Tiffany Trott,55,105,1.9090909090909092
46316,Friends in High Places,22,42,1.9090909090909092
150089,WAY THINGS OUGHT TO BE,33,63,1.9090909090909092
81034,Mrs. Piggle-Wiggle,22,42,1.9090909090909092
98036,Rightfully Mine,22,42,1.9090909090909092
7699,All That Glitters (Landry),55,105,1.9090909090909092
481,16 Lighthouse Road,65,124,1.9076923076923078
83586,Negotiator,43,82,1.9069767441860466
26851,Crazy for You,118,225,1.9067796610169492
83711,Neurotica,32,61,1.90625
146958,Twisted Roots,32,61,1.90625
56560,How to Eat Fried Worms,53,101,1.9056603773584906
58526,If I Had You,21,40,1.9047619047619047
123276,The Fourth Estate,52,99,1.9038461538461537
94636,Pure,31,59,1.903225806451613
113857,Texas Heat,31,59,1.903225806451613
54327,Hiding in the Shadows (Shadows Trilogy (Paperback)),71,135,1.9014084507042253
150710,Wanderlust,131,249,1.900763358778626
111568,Swimming to Catalina,50,95,1.9
103707,Shadows of Yesterday,30,57,1.9
118151,The Cat Who Sang for the Birds (Cat Who... (Paperback)),60,114,1.9
39258,Emma (Signet Classics (Paperback)),30,57,1.9
79139,Misty (Wildflowers),30,57,1.9
153991,Wide Sargasso Sea (Norton Paperback Fiction),39,74,1.8974358974358974
58248,INTRUSIONS,39,74,1.8974358974358974
73007,Love in Another Town,68,129,1.8970588235294117
50995,Guilty as Sin,144,273,1.8958333333333333
105977,Slow Waltz in Cedar Bend,248,470,1.8951612903225807
47871,Genuine Lies,75,142,1.8933333333333333
87351,Once in a Lifetime,75,142,1.8933333333333333
104757,Silent Honor,84,159,1.8928571428571428
81599,Murder in the Smithsonian (Capital Crime Mysteries),28,53,1.8928571428571428
75496,Manhattan Is My Beat,28,53,1.8928571428571428
107740,Special Circumstances,46,87,1.891304347826087
40721,Everywhere That Mary Went,45,85,1.8888888888888888
28044,DELUSIONS OF GRANDMA,36,68,1.8888888888888888
93145,Power of a Woman,54,102,1.8888888888888888
118369,The Charm School,89,168,1.8876404494382022
77858,Mexico,53,100,1.8867924528301887
24384,Cold Blooded,53,100,1.8867924528301887
118132,The Cat Who Came to Breakfast,70,132,1.8857142857142857
55368,Homeport,113,213,1.8849557522123894
81855,My American Journey,26,49,1.8846153846153846
114639,The Alternate,26,49,1.8846153846153846
87691,One Red Rose (Clayborne Brides),26,49,1.8846153846153846
154220,Wild Mountain Thyme,51,96,1.8823529411764706
94284,Pronto,33,62,1.878787878787879
54234,Hidden Fires,41,77,1.8780487804878048
62789,Jinxed,32,60,1.875
70806,Little House on Rocky Ridge (Little House),24,45,1.875
84360,Night Fires,24,45,1.875
4395,A Shroud for a Nightingale,24,45,1.875
95299,REINDEER MOON,24,45,1.875
136480,The Soldier Spies (Men at War (Paperback Jove)),24,45,1.875
116072,The Best Cat Ever,39,73,1.8717948717948718
2974,A Kiss to Remember,39,73,1.8717948717948718
7162,Alaska,101,189,1.8712871287128714
157369,Z for Zachariah,31,58,1.8709677419354838
102104,Second Chances,31,58,1.8709677419354838
76468,Master of the Game,93,174,1.8709677419354838
56008,House of Dreams,31,58,1.8709677419354838
22068,Charade,54,101,1.8703703703703705
108275,Spring Collection,46,86,1.8695652173913044
97279,Rescuing Rose (Red Dress Ink),23,43,1.8695652173913044
143663,Ticket Home,23,43,1.8695652173913044
98887,Room With a View (Dover Thrift Edition),23,43,1.8695652173913044
112530,"Tall, Dark, and Cajun",30,56,1.8666666666666667
43452,Fiona Range,37,69,1.864864864864865
124944,The Harbor,37,69,1.864864864864865
81673,Murder on the Potomac (Capital Crime Mysteries),44,82,1.8636363636363635
102282,Secret Honor (Honor Bound (Paperback)),22,41,1.8636363636363635
138318,The Tower Treasure (Hardy Boys No 1),22,41,1.8636363636363635
103456,Shades of Earl Grey (A Tea Shop Mystery),22,41,1.8636363636363635
136983,The Store,22,41,1.8636363636363635
113889,Texas Rich,44,82,1.8636363636363635
88359,Orphan,22,41,1.8636363636363635
119722,The Copenhagen Connection,22,41,1.8636363636363635
50573,Greygallows,22,41,1.8636363636363635
16331,Black for Remembrance,22,41,1.8636363636363635
110007,Strangers in the Night,44,82,1.8636363636363635
10382,Apaches,29,54,1.8620689655172413
28385,Daisy's Back in Town,29,54,1.8620689655172413
140654,The Woman Most Likely To... (Avon Light Contemporary Romances),29,54,1.8620689655172413
154562,Windmills of the Gods,87,162,1.8620689655172413
134439,The Road to Gandolfo,29,54,1.8620689655172413
82495,My Sister the Moon,29,54,1.8620689655172413
107167,Songs in Ordinary Time (Oprah's Book Club (Paperback)),232,431,1.8577586206896552
21948,Chances,28,52,1.8571428571428572
120446,The Day Trader,21,39,1.8571428571428572
122977,The Five Bells and Bladebone (Richard Jury Mysteries (Paperback)),21,39,1.8571428571428572
52406,Hart's War,28,52,1.8571428571428572
1288,A Breach of Promise (William Monk Novels (Paperback)),35,65,1.8571428571428572
57519,I Am the Only Running Footman,42,78,1.8571428571428572
44065,Five Patients,49,91,1.8571428571428572
18162,Breath of Magic,21,39,1.8571428571428572
100209,Safe Harbor,90,167,1.8555555555555556
19589,CAT'S EYE,110,204,1.8545454545454545
43954,Fit for Life,41,76,1.853658536585366
103327,Seventh Heaven,75,139,1.8533333333333333
132276,The Penwyth Curse,61,113,1.8524590163934427
102541,Seduced,27,50,1.8518518518518519
55302,Home for the Holidays,54,100,1.8518518518518519
114286,"The Abominable Snowman of Pasadena (Goosebumps, No 38)",27,50,1.8518518518518519
59533,In a Class by Itself,47,87,1.851063829787234
102028,Season of Passion,47,87,1.851063829787234
30126,Dazzle,60,111,1.85
144827,Tomorrow'S Promise,40,74,1.85
144492,To Trust a Stranger,53,98,1.849056603773585
82244,My Life,33,61,1.8484848484848484
50035,Grass,33,61,1.8484848484848484
27463,Crystal (Orphans),33,61,1.8484848484848484
80614,Motion to Suppress,46,85,1.8478260869565217
93448,Premeditated Marriage,26,48,1.8461538461538463
14487,Beneath a Blood Red Moon (Zebra Romantic Suspense),26,48,1.8461538461538463
76810,Mayday,39,72,1.8461538461538463
72172,Lord of Raven's Peak,26,48,1.8461538461538463
44024,Five Great Short Stories (Dover Thrift Editions),26,48,1.8461538461538463
157086,You'll Never Eat Lunch in This Town Again,39,72,1.8461538461538463
4648,A Sudden Change of Heart,64,118,1.84375
1858,A Dangerous Fortune,108,199,1.8425925925925926
146909,Twilight's Child (Cutler),76,140,1.8421052631578947
72507,Lost and Found,76,140,1.8421052631578947
17854,Boy in the Water,38,70,1.8421052631578947
55826,Hot Money,38,70,1.8421052631578947
5861,ANYTHING FOR BILLY,38,70,1.8421052631578947
42549,Father Melancholy's Daughter,38,70,1.8421052631578947
129628,The Mermaids Singing,63,116,1.8412698412698412
131335,The Offer,25,46,1.84
133178,The Princess,25,46,1.84
151236,We,25,46,1.84
129239,The Marching Season,25,46,1.84
134989,The Satanic Verses,56,103,1.8392857142857142
143204,"Those Christmas Angels (Harlequin Superromance, 1164)",37,68,1.837837837837838
120620,The Deception,43,79,1.8372093023255813
118284,The Center of Everything,43,79,1.8372093023255813
36215,Dream Man,24,44,1.8333333333333333
109539,Stop the Insanity,24,44,1.8333333333333333
26511,Cousins,30,55,1.8333333333333333
45136,Forbidden Fruit,72,132,1.8333333333333333
117867,The Cardinal of the Kremlin (Jack Ryan Novels),166,304,1.8313253012048192
56334,How To Win Friends And Influence People,53,97,1.830188679245283
102428,Secrets,117,214,1.829059829059829
17068,Bluebeard's Egg and Other Stories,35,64,1.8285714285714285
59790,In the Presence of Enemies,35,64,1.8285714285714285
79661,"Monster Blood III (Goosebumps, No 29)",29,53,1.8275862068965518
88811,Outer Banks,81,148,1.8271604938271604
21687,Celery Stalks at Midnight,23,42,1.826086956521739
99398,Run With the Horsemen (Penguin Contemporary American Fiction Series),23,42,1.826086956521739
3809,A Place Called Rainwater,23,42,1.826086956521739
59450,In Silence (Mira),23,42,1.826086956521739
97501,Return to Chaos (Buffy the Vampire Slayer),23,42,1.826086956521739
135447,The Secret Pilgrim,40,73,1.825
131204,The Novel,45,82,1.8222222222222222
41166,Eye of the Needle,45,82,1.8222222222222222
58293,Ice (Shooting Stars),28,51,1.8214285714285714
18649,Broken Wings (Broken Wings),28,51,1.8214285714285714
45865,"Frankenstein Or, the Modern Prometheus",28,51,1.8214285714285714
152806,When We Were Orphans,28,51,1.8214285714285714
104020,She Went All the Way (Avon Light Contemporary Romances),67,122,1.8208955223880596
124238,The Good Mother,22,40,1.8181818181818181
16938,Blue Bedroom and Other Stories,22,40,1.8181818181818181
34190,Dinner Homesick Rest,22,40,1.8181818181818181
2581,A Great Deliverance,99,180,1.8181818181818181
126425,The Island,22,40,1.8181818181818181
145970,Trial by Fire,65,118,1.8153846153846154
114791,The Anastasia Syndrome,92,167,1.815217391304348
24878,Comeback,70,127,1.8142857142857143
135710,The Seventh Commandment,43,78,1.813953488372093
58548,If I'd Killed Him When I Met Him (Elizabeth MacPherson Novels (Paperback)),59,107,1.8135593220338984
156702,Years,32,58,1.8125
108650,Star Flight,32,58,1.8125
140139,The White House Connection,37,67,1.8108108108108107
105104,Simply Sinful (Simply (Harlequin)),37,67,1.8108108108108107
118157,The Cat Who Smelled a Rat,37,67,1.8108108108108107
84192,"Newton's Cannon (The Age of Unreason, Book 1)",21,38,1.8095238095238095
86117,OATH OF FEALTY,21,38,1.8095238095238095
17217,Body Language (A Thorn Mystery),21,38,1.8095238095238095
151118,Waterland,21,38,1.8095238095238095
19400,By Arrangement,21,38,1.8095238095238095
123476,The Future Scrolls,42,76,1.8095238095238095
67900,Lauren Bacall By Myself,21,38,1.8095238095238095
156281,Wreck the Halls,21,38,1.8095238095238095
79660,"Monster Blood II (Goosebumps, No 18)",42,76,1.8095238095238095
9133,An Isolated Incident,47,85,1.8085106382978724
94008,Privileged Information,52,94,1.8076923076923077
7515,All About Love (Cynster Novels),26,47,1.8076923076923077
12657,"Baby, I'm Yours",26,47,1.8076923076923077
113625,Term Limits,52,94,1.8076923076923077
53485,Hellfire,31,56,1.8064516129032258
143189,Thorns of Truth,36,65,1.8055555555555556
14779,Best Kept Secrets,36,65,1.8055555555555556
3804,A Place Called Freedom,82,148,1.8048780487804879
104804,Silent Treatment,97,175,1.8041237113402062
47597,Gates of Paradise,56,101,1.8035714285714286
125760,The House of Thunder,106,191,1.8018867924528301
114604,The All-True Travels and Adventures of Lidie Newton,25,45,1.8
91546,Picture Perfect,30,54,1.8
41840,Falling Bodies,40,72,1.8
136278,The Skull Beneath the Skin,25,45,1.8
7599,All I Need Is You,60,108,1.8
41948,"Familiar Lullaby (Fear Familiar) (Harlequin Intrigue, No 614)",35,63,1.8
19179,Burning Time (April Woo Suspense Novels (Paperback)),25,45,1.8
39705,Engaging Men (Red Dress Ink (Paperback)),60,108,1.8
80660,Mountain Laurel,35,63,1.8
111196,Suspicion,25,45,1.8
130122,The Most Wanted,117,210,1.794871794871795
122367,The Face of a Stranger (William Monk Novels (Paperback)),39,70,1.794871794871795
87062,On The Verge (Red Dress Ink (Paperback)),34,61,1.7941176470588236
70336,Likely to Die (Alexandra Cooper Mysteries (Paperback)),34,61,1.7941176470588236
143662,TickTock,92,165,1.7934782608695652
126448,The Island of the Day Before,58,104,1.793103448275862
2378,A Friend of the Earth,29,52,1.793103448275862
28419,Dale Brown's Dreamland,24,43,1.7916666666666667
78404,"Millennium Art (Postcard book, 30 detachable postcards)",24,43,1.7916666666666667
129179,The Man in the Iron Mask (Signet Regency Romance),24,43,1.7916666666666667
13622,Be Buried in the Rain,24,43,1.7916666666666667
42463,Fatal Flaw,24,43,1.7916666666666667
99312,"Rules of Engagement (Governess Brides, Book 2)",24,43,1.7916666666666667
88954,Over the Top With Jim,24,43,1.7916666666666667
108321,Springwater Wedding,24,43,1.7916666666666667
8781,Amrita,24,43,1.7916666666666667
149173,Venus Envy,43,77,1.7906976744186047
6732,After All These Years,85,152,1.7882352941176471
108967,Starting Over,47,84,1.7872340425531914
53099,Heartbeat,108,193,1.787037037037037
121008,The Disappearance,42,75,1.7857142857142858
103204,Setting Free the Bears,28,50,1.7857142857142858
27298,Crossings,79,141,1.7848101265822784
68837,Legend,65,116,1.7846153846153847
76880,McNally's Caper (Archy McNally Novels (Paperback)),37,66,1.7837837837837838
122515,The Family Orchard,23,41,1.7826086956521738
27123,Crimson Rain,23,41,1.7826086956521738
93989,Private Practices,23,41,1.7826086956521738
53135,Heartless,23,41,1.7826086956521738
97634,Reversible Error,23,41,1.7826086956521738
85785,Notorious,32,57,1.78125
135605,The Select,32,57,1.78125
16936,Blue Bayou,32,57,1.78125
107171,Songs of Distant Earth,32,57,1.78125
46727,Fugitive Nights,41,73,1.7804878048780488
15784,Bio-Strike (Tom Clancy's Power Plays (Paperback)),68,121,1.7794117647058822
118168,The Cat Who Went Underground,36,64,1.7777777777777777
152799,When Venus Fell,27,48,1.7777777777777777
43778,First King of Shannara,27,48,1.7777777777777777
11914,Autumn Lover,31,55,1.7741935483870968
15295,Beyond Recognition,31,55,1.7741935483870968
142744,Thief of Hearts,31,55,1.7741935483870968
40845,Executive Orders (Jack Ryan Novels),115,204,1.7739130434782608
31310,Deep,22,39,1.7727272727272727
23342,Cider With Rosie,22,39,1.7727272727272727
58618,If You Believe,22,39,1.7727272727272727
146009,Trick of Light,22,39,1.7727272727272727
41506,Face,22,39,1.7727272727272727
52638,Hawaii,61,108,1.7704918032786885
71475,Lone Eagle,74,131,1.7702702702702702
109936,Stranger Is Watching,65,115,1.7692307692307692
80392,Mosaic,26,46,1.7692307692307692
86246,Object Lessons,65,115,1.7692307692307692
31376,Deepest Water,26,46,1.7692307692307692
87361,Once upon a Dream,43,76,1.7674418604651163
90744,"People of the River (The First North Americans series, Book 4)",43,76,1.7674418604651163
2488,A Gift of Love,30,53,1.7666666666666666
6799,After You'd Gone,30,53,1.7666666666666666
52780,"He, She and It",30,53,1.7666666666666666
72165,Lord of Hawkfell Island,34,60,1.7647058823529411
57295,Hunter's Moon,34,60,1.7647058823529411
48258,Ghost Moon,59,104,1.7627118644067796
118514,The Choice,42,74,1.7619047619047619
78194,Midnight Louie's Pet Detectives,21,37,1.7619047619047619
13159,Bantam of the Opera (Bed-And-Breakfast Mysteries (Paperback)),21,37,1.7619047619047619
26070,Copy Kat (Kat Colorado Mysteries),21,37,1.7619047619047619
95425,Rabbit at Rest,21,37,1.7619047619047619
93713,Prince Caspian,46,81,1.7608695652173914
129643,"The Message (Animorphs , No 4)",25,44,1.76
53253,Heaven,50,88,1.76
103882,Shardik,25,44,1.76
23877,Clay,25,44,1.76
51211,H.M.S. Unseen,25,44,1.76
104024,She Who Remembers,54,95,1.7592592592592593
16645,Blood Games,29,51,1.7586206896551724
121621,The Echo,58,102,1.7586206896551724
54562,Hill Towns,62,109,1.7580645161290323
85482,North of Montana,37,65,1.7567567567567568
127355,The Last Coyote (Last Coyote),41,72,1.7560975609756098
42431,Fat Tuesday,127,223,1.7559055118110236
113269,Tell Me No Secrets,45,79,1.7555555555555555
117899,The Carousel,101,177,1.7524752475247525
134793,The Russian Debutante's Handbook,32,56,1.75
43405,Fine Things,96,168,1.75
109102,Stealing Time (April Woo Suspense Novels (Paperback)),24,42,1.75
81515,"Murder in Havana (Truman, Margaret, Capital Crimes Series.)",24,42,1.75
137311,The Summer of the Swans,24,42,1.75
53104,Heartbreak Hotel,24,42,1.75
65359,Koko,63,110,1.746031746031746
76892,McNally's Puzzle (Archy McNally Novels (Paperback)),43,75,1.744186046511628
16193,Black Light,39,68,1.7435897435897436
70318,Like Silk,39,68,1.7435897435897436
109628,Storm,35,61,1.7428571428571429
124353,The Grass Dancer,35,61,1.7428571428571429
23590,City of God,35,61,1.7428571428571429
45014,For My Daughters,31,54,1.7419354838709677
118772,The Clinic,31,54,1.7419354838709677
31444,Degree of Guilt,116,202,1.7413793103448276
17579,Border Music,112,195,1.7410714285714286
89885,Paris Trout (Contemporary American Fiction),27,47,1.7407407407407407
136207,The Sins of the Wolf (William Monk Novels (Paperback)),23,40,1.7391304347826086
79447,Moment to Moment,23,40,1.7391304347826086
51709,Hammerheads,23,40,1.7391304347826086
131720,The Outside Man,57,99,1.736842105263158
82047,My Favorite Bride,34,59,1.7352941176470589
121986,The End of the Rainbow (Hudson),34,59,1.7352941176470589
15260,Beyond Eden,83,144,1.7349397590361446
60672,Into the Darkness,30,52,1.7333333333333334
127397,The Last Family,30,52,1.7333333333333334
33823,Die Trying,30,52,1.7333333333333334
110839,Sunset Embrace,30,52,1.7333333333333334
70427,Lincoln,30,52,1.7333333333333334
65035,Kiss Mommy Goodbye,30,52,1.7333333333333334
122956,The First Wives Club Movie Tie In,90,156,1.7333333333333334
152864,When the Bough Breaks (Alex Delaware Novels (Paperback)),41,71,1.7317073170731707
40782,Ex Libris,26,45,1.7307692307692308
59071,Imperfect Strangers,26,45,1.7307692307692308
9552,Angel Fire,26,45,1.7307692307692308
76800,Maybe This Christmas,26,45,1.7307692307692308
64459,Key Witness,26,45,1.7307692307692308
47030,GHOST STY,48,83,1.7291666666666667
135186,The Sculptress,48,83,1.7291666666666667
20015,California Angel,22,38,1.7272727272727273
660,22 Indigo Place,22,38,1.7272727272727273
40320,Eternity,66,114,1.7272727272727273
104594,Side Effects,55,95,1.7272727272727273
9145,An Ocean Apart,33,57,1.7272727272727273
11490,At The Corner Of Love And Heartache,22,38,1.7272727272727273
89420,Paddy Clarke Ha Ha Ha,62,107,1.7258064516129032
107245,Sooner or Later,40,69,1.725
108619,Star,69,119,1.7246376811594204
8223,Always Dakota,29,50,1.7241379310344827
125634,The Hostage Bride,29,50,1.7241379310344827
149015,Vegas Rich,29,50,1.7241379310344827
39419,Enchanted,36,62,1.7222222222222223
115729,"The Beast from the East (Goosebumps, No 43)",36,62,1.7222222222222223
55860,Hot Springs (Earl Swagger Novels (Paperback)),43,74,1.7209302325581395
42451,Fatal Cure,111,191,1.7207207207207207
144718,Tom Clancy's Op-Center Balance of Power (Tom Clancy's Op Center (Paperback)),68,117,1.7205882352941178
27116,Crimson Joy,25,43,1.72
122741,The Fifth Profession,25,43,1.72
117536,The Burden of Proof,153,263,1.7189542483660132
15773,Bingo,46,79,1.7173913043478262
59525,In Your Arms,21,36,1.7142857142857142
156100,World Without End,21,36,1.7142857142857142
133914,The Red Badge of Courage (Bantam Classics),35,60,1.7142857142857142
31359,Deep Waters,21,36,1.7142857142857142
90883,Perfect Partners,21,36,1.7142857142857142
120519,The Deadhouse,56,96,1.7142857142857142
62684,Jewels,77,132,1.7142857142857142
9046,An Indecent Obsession,59,101,1.7118644067796611
62944,Johnny Tremain (Laurel Leaf Books),31,53,1.7096774193548387
137817,The Tenth Commandment,31,53,1.7096774193548387
62276,Jasmine,31,53,1.7096774193548387
57346,Hurricane Bay,55,94,1.709090909090909
93692,Prime Witness,72,123,1.7083333333333333
136301,"The Skystone (Whyte, Jack. Camulod Chronicles, Bk. 1.)",24,41,1.7083333333333333
121067,The Distinguished Guest,41,70,1.7073170731707317
102585,Seduction by Design,41,70,1.7073170731707317
95405,"RUSSIA HOUSE, THE",58,99,1.706896551724138
23430,Cinnamon (Shooting Stars),34,58,1.7058823529411764
634,204 Rosewood Lane,71,121,1.704225352112676
130416,The Mystery of the Cupboard (Indian in the Cupboard),30,51,1.7
19854,Cabin,50,85,1.7
81660,Murder on the Iditarod Trail (Alaska Mysteries (Paperback)),30,51,1.7
142736,Thicker Than Water,63,107,1.6984126984126984
81450,Murder at the National Cathedral (Capital Crime Mysteries),43,73,1.697674418604651
9554,"Angel Fire East (The Word and the Void Trilogy, Book 3)",23,39,1.6956521739130435
102062,Seasons of Her Life,23,39,1.6956521739130435
57207,Hummingbird,36,61,1.6944444444444444
49033,God Project,26,44,1.6923076923076923
1892,A Darker Place,39,66,1.6923076923076923
3330,A Matter of Honour,26,44,1.6923076923076923
20919,"Carpenter's Lady, The, NEW EDITION",32,54,1.6875
53189,Heartwood,32,54,1.6875
92642,Politika (Tom Clancy's Power Plays (Paperback)),83,140,1.6867469879518073
106356,Snowfall,35,59,1.6857142857142857
97475,Return of the Jedi (Star Wars),41,69,1.6829268292682926
81507,"Murder in Foggy Bottom (Truman, Margaret, Capital Crimes Series.)",41,69,1.6829268292682926
106112,Smiley's people,22,37,1.6818181818181819
114184,The 27-Ingredient Chili Con Carne Murders (Eugenia Potter Mysteries),22,37,1.6818181818181819
50985,Guilty Pleasures,44,74,1.6818181818181819
52611,Haven,22,37,1.6818181818181819
109073,"Staying Single (Harlequin Flipside, No. 1)",22,37,1.6818181818181819
48077,Get Shorty,91,153,1.6813186813186813
16544,Blind Spot,47,79,1.6808510638297873
69814,License Renewed,25,42,1.68
87903,Only Love,25,42,1.68
13045,Ballad of the Sad Cafe and Other Stories,25,42,1.68
123978,The Glitter Dome,31,52,1.6774193548387097
5042,A Very Long Engagement,31,52,1.6774193548387097
80271,Morgan's Run,34,57,1.6764705882352942
137535,The Talbot Odyssey,46,77,1.673913043478261
18106,"Breaking Point (Tom Clancy's Net Force, No. 4)",52,87,1.6730769230769231
73505,Lucky's Lady,61,102,1.6721311475409837
70401,Lily White,76,127,1.6710526315789473
127816,The Liar,24,40,1.6666666666666667
81511,Murder in Georgetown (Capital Crime Mysteries),39,65,1.6666666666666667
149643,Virgin and Martyr,27,45,1.6666666666666667
155376,Wizard at Large (Rookies Series),27,45,1.6666666666666667
133033,"The Predator (Animorphs, No. 5)",21,35,1.6666666666666667
106049,Small World,27,45,1.6666666666666667
53320,Heaven's Price,24,40,1.6666666666666667
136087,The Silk Vendetta,30,50,1.6666666666666667
70620,Listening to Prozac,24,40,1.6666666666666667
136420,The Snow Garden,21,35,1.6666666666666667
16244,Black Rainbow,24,40,1.6666666666666667
112264,Tale of Two Cities,24,40,1.6666666666666667
63421,July's People,21,35,1.6666666666666667
88501,Other Worlds,30,50,1.6666666666666667
105395,Sisters Found,59,98,1.6610169491525424
123148,The Forest,53,88,1.6603773584905661
45702,Fourth Procedure,53,88,1.6603773584905661
43231,Final Flight,41,68,1.6585365853658536
28810,Dangerous to Know,76,126,1.6578947368421053
41839,Falling Backwards,35,58,1.6571428571428573
47422,Garden of Lies (Signet Shakespeare),35,58,1.6571428571428573
150383,Waiting to Exhale,134,222,1.6567164179104477
8696,Amethyst Dreams,29,48,1.6551724137931034
45113,Forbidden,26,43,1.6538461538461537
70755,Little Drummer Girl,52,86,1.6538461538461537
51645,Halloween Party,26,43,1.6538461538461537
5989,Abduction,104,172,1.6538461538461537
14057,Beet Queen,23,38,1.6521739130434783
127437,The Last Hostage (Last Hostage),23,38,1.6521739130434783
74624,Magnolia Moon (Callahan Brothers Trilogy),23,38,1.6521739130434783
102476,Secrets of Harry Bright,23,38,1.6521739130434783
154854,Winter Fire,23,38,1.6521739130434783
104304,Shocking Pink,46,76,1.6521739130434783
6740,After Dark,77,127,1.6493506493506493
123871,"The Girl Who Cried Monster (Goosebumps, No 8)",37,61,1.6486486486486487
139104,The Unwanted,48,79,1.6458333333333333
132656,The Playboy,79,130,1.6455696202531647
76343,Mask,45,74,1.6444444444444444
16002,Bitter Sweet,59,97,1.6440677966101696
63957,Kaleidoscope,115,189,1.6434782608695653
134778,The Runner,28,46,1.6428571428571428
45999,Free Fall,56,92,1.6428571428571428
15309,Beyond Suspicion,28,46,1.6428571428571428
147672,Uncle Tom's Cabin,28,46,1.6428571428571428
121967,The End of Summer,28,46,1.6428571428571428
40529,Everlasting Love,28,46,1.6428571428571428
111021,Surfacing,103,169,1.6407766990291262
115569,"The Barking Ghost (Goosebumps, No 32)",25,41,1.64
145958,Trevayne,58,95,1.6379310344827587
45463,Fortune's Hand,77,126,1.6363636363636365
29838,Daughter of the Game,22,36,1.6363636363636365
36480,Drink With the Devil,33,54,1.6363636363636365
69440,"Let's Get Invisible! (Goosebumps, No 6)",44,72,1.6363636363636365
145418,Tracking Time (April Woo Suspense Novels (Paperback)),33,54,1.6363636363636365
38872,Eleven Hours,22,36,1.6363636363636365
111588,Switch,22,36,1.6363636363636365
148885,"Vampire Breath (Goosebumps, No 49)",22,36,1.6363636363636365
143430,Three Weeks in Paris,85,139,1.6352941176470588
153314,Whispers at Midnight,41,67,1.6341463414634145
68164,Le Mariage,60,98,1.6333333333333333
79381,Moll Flanders,30,49,1.6333333333333333
46743,Full Circle,65,106,1.6307692307692307
16691,Blood Relations,27,44,1.6296296296296295
92210,Playmates,24,39,1.625
31391,Defend and Betray (William Monk Novels (Paperback)),32,52,1.625
127653,The Law of Love,56,91,1.625
21667,Celebration,32,52,1.625
135401,The Secret Hour,45,73,1.6222222222222222
47109,"GOOD MOTHER, THE",37,60,1.6216216216216217
80723,Mouth to Mouth,29,47,1.6206896551724137
30227,Dead End,29,47,1.6206896551724137
101803,Scruples,29,47,1.6206896551724137
131045,The Night of Four Hundred Rabbits,29,47,1.6206896551724137
45333,Forget Me Not,29,47,1.6206896551724137
44389,Floaters,42,68,1.619047619047619
120455,The Day of the Jackal,21,34,1.619047619047619
121804,The Elusive Flame,42,68,1.619047619047619
144659,Together,21,34,1.619047619047619
113784,Testimony of an Irish Slave Girl,21,34,1.619047619047619
152593,When Darkness Falls,34,55,1.6176470588235294
124720,The Guest List,47,76,1.6170212765957446
110399,Sudden Death,39,63,1.6153846153846154
92875,Portals in a Northern Sky,26,42,1.6153846153846154
26527,Cover Her Face,39,63,1.6153846153846154
118123,The Cat Who Blew the Whistle,44,71,1.6136363636363635
134449,The Road to Omaha,75,121,1.6133333333333333
143040,This Matter Of Marriage,49,79,1.6122448979591837
