,ISBN,Book-Title,total_ratings,sum_weighted_ratings,weighted_avg_rating
88158,0553569619,When the Bough Breaks (Alex Delaware Novels (Paperback)),41,71,1.7317073170731707
13920,0142000809,Ex Libris,26,45,1.7307692307692308
72279,0451179900,Key Witness,26,45,1.7307692307692308
49997,0385501412,Three Weeks in Paris,26,45,1.7307692307692308
132628,0821776118,Maybe This Christmas,26,45,1.7307692307692308
86266,0553290851,22 Indigo Place,22,38,1.7272727272727273
151890,1551667479,The Other Twin,22,38,1.7272727272727273
23509,0312971842,An Ocean Apart,33,57,1.7272727272727273
105359,0679777504,Oscar and Lucinda,33,57,1.7272727272727273
88128,0553569058,The Robber Bride,99,171,1.7272727272727273
152030,155166917X,At The Corner Of Love And Heartache,22,38,1.7272727272727273
57141,0425144372,Clear and Present Danger,62,107,1.7258064516129032
151920,1551668009,Always Dakota,29,50,1.7241379310344827
60816,044020254X,The Empty House,29,50,1.7241379310344827
93651,0590568809,"The Beast from the East (Goosebumps, No 43)",36,62,1.7222222222222223
97298,0671035452,Hot Springs (Earl Swagger Novels (Paperback)),43,74,1.7209302325581395
57554,0425165566,Tom Clancy's Op-Center Balance of Power (Tom Clancy's Op Center (Paperback)),68,117,1.7205882352941178
70628,0449902927,Feel the Fear and Do It Anyway,25,43,1.72
60840,0440203430,Crimson Joy,25,43,1.72
100768,0671670913,ANYTHING FOR BILLY,25,43,1.72
114626,0747257833,Perfect Timing,25,43,1.72
65845,0446360872,The Fifth Profession,25,43,1.72
60698,0440193613,Wanderlust,78,134,1.7179487179487178
151536,1551662604,This Matter Of Marriage,46,79,1.7173913043478262
83518,0553210114,The Red Badge of Courage (Bantam Classics),35,60,1.7142857142857142
98197,0671441981,GHOST STY,21,36,1.7142857142857142
78750,0515128600,The Edge,56,96,1.7142857142857142
47202,0380800268,In Your Arms,21,36,1.7142857142857142
60793,0440201926,Kaleidoscope,87,149,1.7126436781609196
96442,0671000314,FLOOD TIDE,66,113,1.7121212121212122
69444,0449212394,Bolt,24,41,1.7083333333333333
127946,0812551389,"The Skystone (Whyte, Jack. Camulod Chronicles, Bk. 1.)",24,41,1.7083333333333333
46242,0380762609,All I Need Is You,48,82,1.7083333333333333
152013,1551669005,Parting Gifts,24,41,1.7083333333333333
36290,0373218125,Mysterious,24,41,1.7083333333333333
98972,0671521500,Everlasting Love,24,41,1.7083333333333333
86058,0553285343,"RUSSIA HOUSE, THE",58,99,1.706896551724138
24018,0316037451,The Cat and the Curmudgeon,34,58,1.7058823529411764
104427,0679450440,Protect and Defend,34,58,1.7058823529411764
97431,0671039938,Cinnamon (Shooting Stars),34,58,1.7058823529411764
75234,0452266637,Beauty's Release,44,75,1.7045454545454546
152042,1551669293,204 Rosewood Lane,71,121,1.704225352112676
73168,0451208188,The English Assassin,27,46,1.7037037037037037
61842,0440235146,A Sudden Change of Heart,47,80,1.702127659574468
82342,0553096834,Couplehood,70,119,1.7
45561,0380720132,The Mystery of the Cupboard (Indian in the Cupboard),30,51,1.7
151964,1551668459,Cabin,50,85,1.7
96671,0671007718,Into the Garden (Wildflowers),30,51,1.7
45506,0380717581,Murder on the Iditarod Trail (Alaska Mysteries (Paperback)),30,51,1.7
61914,0440236665,Lone Eagle,53,90,1.6981132075471699
71797,0451160533,She Who Remembers,53,90,1.6981132075471699
69718,0449219399,Murder at the National Cathedral (Capital Crime Mysteries),43,73,1.697674418604651
88358,0553574094,With This Ring,33,56,1.696969696969697
6353,0061099694,Hill Towns,56,95,1.6964285714285714
49154,0385316348,The Ranch,23,39,1.6956521739130435
69174,0449205878,Poland,69,117,1.6956521739130435
29978,0345435257,"Angel Fire East (The Word and the Void Trilogy, Book 3)",23,39,1.6956521739130435
69445,0449212408,Hot Money,23,39,1.6956521739130435
72203,0451177010,Shaman,23,39,1.6956521739130435
81293,0525945172,The Experiment,23,39,1.6956521739130435
72714,0451196856,The Most Wanted,49,83,1.6938775510204083
72408,0451184734,Blood Relations,26,44,1.6923076923076923
84128,055323336X,God Project,26,44,1.6923076923076923
25981,0340401486,A Matter of Honour,26,44,1.6923076923076923
23827,0312983417,Starting Over,39,66,1.6923076923076923
6156,0061091790,After All These Years,74,125,1.6891891891891893
60149,0440126894,Full Circle,48,81,1.6875
5308,0061030244,"Carpenter's Lady, The, NEW EDITION",32,54,1.6875
57495,0425162788,Politika (Tom Clancy's Power Plays (Paperback)),83,140,1.6867469879518073
69148,0449205193,The Wicked Day,35,59,1.6857142857142857
151963,1551668440,Snowfall,35,59,1.6857142857142857
151806,1551666561,Letting Go,38,64,1.6842105263157894
27491,0345307674,Return of the Jedi (Star Wars),41,69,1.6829268292682926
60987,0440207622,Daddy,85,143,1.6823529411764706
82854,0553141406,Smiley's people,22,37,1.6818181818181819
39511,0373441754,"Staying Single (Harlequin Flipside, No. 1)",22,37,1.6818181818181819
61286,0440216419,The 27-Ingredient Chili Con Carne Murders (Eugenia Potter Mysteries),22,37,1.6818181818181819
46834,0380786702,Undone,22,37,1.6818181818181819
60548,0440176484,Secrets,94,158,1.6808510638297873
66839,0446603104,Seduction by Design,25,42,1.68
85689,0553276182,Side Effects,25,42,1.68
23774,0312981961,Close to You,31,52,1.6774193548387097
60640,0440185327,Thurston House,65,109,1.676923076923077
97076,0671024183,Morgan's Run,34,57,1.6764705882352942
60822,044020271X,Tapestry,40,67,1.675
61594,0440224055,Silent Honor,46,77,1.673913043478261
57164,0425145638,Fatal Cure,95,159,1.6736842105263159
57868,0425176932,"Breaking Point (Tom Clancy's Net Force, No. 4)",52,87,1.6730769230769231
60452,0440167531,Palomino,61,102,1.6721311475409837
88268,0553572210,Silent Treatment,82,137,1.670731707317073
56800,042512164X,Capital Crimes,42,70,1.6666666666666667
93748,0590629816,"The Predator (Animorphs, No. 5)",21,35,1.6666666666666667
113830,0743470389,The Snow Garden,21,35,1.6666666666666667
56834,0425124819,Black Rainbow,24,40,1.6666666666666667
71574,0451151224,The Running Man,24,40,1.6666666666666667
21071,0312246560,The Phantom of Manhattan,24,40,1.6666666666666667
5416,0061041998,More Than Friends,24,40,1.6666666666666667
61591,0440224012,Heartwood,24,40,1.6666666666666667
28703,0345362276,Wizard at Large (Rookies Series),27,45,1.6666666666666667
88466,0553575953,Floaters,36,60,1.6666666666666667
23573,0312974698,The Lighthouse Keeper,21,35,1.6666666666666667
67182,0446610550,The Playboy,78,130,1.6666666666666667
69568,0449215482,The Silk Vendetta,24,40,1.6666666666666667
69483,0449213323,Murder in Georgetown (Capital Crime Mysteries),39,65,1.6666666666666667
152048,1551669374,Sisters Found,59,98,1.6610169491525424
29423,0345402308,Fourth Procedure,53,88,1.6603773584905661
72282,0451180054,Trial by Fire,41,68,1.6585365853658536
60867,044020447X,Final Flight,41,68,1.6585365853658536
6356,0061099732,Outer Banks,73,121,1.6575342465753424
166726,1896860982,Falling Backwards,35,58,1.6571428571428573
71854,0451162919,Garden of Lies (Signet Shakespeare),35,58,1.6571428571428573
61206,0440214114,Mixed Blessings,61,101,1.6557377049180328
61936,0440237025,Journey,61,101,1.6557377049180328
65226,0446300101,"The Beans of Egypt, Maine",26,43,1.6538461538461537
131711,082175758X,Vegas Heat,26,43,1.6538461538461537
85033,0553260219,Secrets of Harry Bright,23,38,1.6521739130434783
88471,0553576046,Riley in the Morning,23,38,1.6521739130434783
121537,0786889667,The First Victim,46,76,1.6521739130434783
23340,0312966393,The Last Hostage (Last Hostage),23,38,1.6521739130434783
85327,0553268074,Beet Queen,23,38,1.6521739130434783
73821,0451408756,The Piper's Sons,23,38,1.6521739130434783
113669,0743457439,Magnolia Moon (Callahan Brothers Trilogy),23,38,1.6521739130434783
61559,0440223237,Malice,60,99,1.65
72738,0451197429,The Disappearance,40,66,1.65
56487,0425097773,Mask,40,66,1.65
88856,0553583360,Slightly Shady,40,66,1.65
61953,0440237300,Three Weeks in Paris,57,94,1.6491228070175439
93102,0590466186,"The Girl Who Cried Monster (Goosebumps, No 8)",37,61,1.6486486486486487
65832,0446360589,The Burden of Proof,150,247,1.6466666666666667
85268,0553266578,The Unwanted,48,79,1.6458333333333333
73049,0451205448,Bubbles Unbound,31,51,1.6451612903225807
77941,051509160X,Hummingbird,31,51,1.6451612903225807
56940,0425132625,Sky Masters,28,46,1.6428571428571428
28965,034537536X,Show of Evil,53,87,1.6415094339622642
57070,0425140946,Terminal,50,82,1.64
93384,0590483447,"The Barking Ghost (Goosebumps, No 32)",25,41,1.64
24759,0316926345,Brideshead Revisited,33,54,1.6363636363636365
72103,0451173082,Against the Wind,22,36,1.6363636363636365
93657,0590568868,"Vampire Breath (Goosebumps, No 49)",22,36,1.6363636363636365
6306,0061098019,H.M.S. Unseen,22,36,1.6363636363636365
72924,0451202287,Tracking Time (April Woo Suspense Novels (Paperback)),33,54,1.6363636363636365
92838,059045370X,"Let's Get Invisible! (Goosebumps, No 6)",44,72,1.6363636363636365
132147,0821766929,When Darkness Falls,22,36,1.6363636363636365
102121,0671749412,Going Home,60,98,1.6333333333333333
9498,0140065172,Ordinary People,27,44,1.6296296296296295
5073,0061007161,First Among Equals,27,44,1.6296296296296295
152073,1551669625,Shocking Pink,27,44,1.6296296296296295
23723,0312979886,Female Intelligence,51,83,1.6274509803921569
86071,0553285653,Grass,32,52,1.625
61290,0440216540,Before and After,32,52,1.625
124088,080411188X,Defend and Betray (William Monk Novels (Paperback)),32,52,1.625
121515,0786889284,Beyond Recognition,24,39,1.625
151815,1551666650,Hurricane Bay,48,78,1.625
69500,0449213773,Life Before Man,24,39,1.625
88003,0553566032,The Scorpio Illusion,53,86,1.6226415094339623
60173,0440129389,"GOOD MOTHER, THE",37,60,1.6216216216216217
78781,051512947X,Once upon a Dream,29,47,1.6206896551724137
88232,0553571591,Mystique,21,34,1.619047619047619
60955,0440206529,Blessings,21,34,1.619047619047619
85262,0553266306,The Day of the Jackal,21,34,1.619047619047619
87793,0553561111,Scruples Two,34,55,1.6176470588235294
47583,0380819171,Head Over Heels,34,55,1.6176470588235294
96492,0671001809,The SEA HUNTERS,39,63,1.6153846153846154
28661,0345360354,Lovely in Her Bones,26,42,1.6153846153846154
66708,0446600342,Where There's Smoke,52,84,1.6153846153846154
71214,0451131517,On Wings of Eagles,39,63,1.6153846153846154
148869,0962197963,Portals in a Northern Sky,26,42,1.6153846153846154
78413,0515118249,The Cat Who Blew the Whistle,44,71,1.6136363636363635
56961,0425133540,The Sum of All Fears (Jack Ryan Novels),149,240,1.610738255033557
73068,0451205804,Hazard,23,37,1.608695652173913
72378,0451183681,Harm's Way,23,37,1.608695652173913
45332,0380710870,Muggie Maggie (Cleary Reissue),23,37,1.608695652173913
57881,042517736X,Abduction,97,156,1.6082474226804124
103362,0671894234,Federation (Star Trek),28,45,1.6071428571428572
37425,0373250169,L. A. Woman (Red Dress Ink),28,45,1.6071428571428572
93391,059048351X,"A Night in Terror Tower (Goosebumps, No 27)",33,53,1.606060606060606
72193,0451176723,Mitigating Circumstances,58,93,1.603448275862069
66768,0446601640,Slow Waltz in Cedar Bend,78,125,1.6025641025641026
60602,0440181275,A Stranger Is Watching,30,48,1.6
49394,038533494X,Sometimes I Dream in Italian,25,40,1.6
3526,0060508108,Duchess in Love,25,40,1.6
69213,0449206610,Brotherhood of the Rose,25,40,1.6
6188,0061092800,For My Daughters,25,40,1.6
65941,0446364312,Tempest in Eden,30,48,1.6
2747,0060176075,Lily White,30,48,1.6
45572,0380720477,A Stained White Radiance,25,40,1.6
66916,0446604763,Mayday,35,56,1.6
92832,0590453653,"Welcome to Dead House (Goosebumps, No 1)",57,91,1.5964912280701755
56546,0425100650,Twilight Eyes,79,126,1.5949367088607596
3765,0060549270,A Greek God at the Ladies' Club (Avon Romance),37,59,1.5945945945945945
56738,0425116417,Timothy's Game,37,59,1.5945945945945945
47038,0380793342,The Heir,37,59,1.5945945945945945
69893,0449223795,The Homing,54,86,1.5925925925925926
88614,0553578901,The Hostage Bride,27,43,1.5925925925925926
6337,0061099279,King's Oak,22,35,1.5909090909090908
154549,1560761555,Vampire of the Mists (Ravenloft Books),22,35,1.5909090909090908
162862,1853260398,A Tale of Two Cities (Wordsworth Classics),22,35,1.5909090909090908
47114,0380796104,Lucy Sullivan Is Getting Married,51,81,1.588235294117647
47009,0380792478,Rattlesnake Crossing,29,46,1.5862068965517242
68261,0449001962,"Murder in Foggy Bottom (Truman, Margaret, Capital Crimes Series.)",29,46,1.5862068965517242
2401,0060092653,Scandalous Again,29,46,1.5862068965517242
63220,0440942500,Johnny Tremain (Laurel Leaf Books),29,46,1.5862068965517242
29613,0345415000,The Hellfire Club,41,65,1.5853658536585367
125620,0807593664,"The Yellow House Mystery (Boxcar Children Series, No 3)",24,38,1.5833333333333333
36878,0373226918,The Bride's Rescuer,36,57,1.5833333333333333
88887,0553584014,The Secret Hour,36,57,1.5833333333333333
56928,0425131769,Vital Signs,67,106,1.5820895522388059
78044,0515099511,The Hellion,43,68,1.5813953488372092
56209,0425077047,And Ladies of the Club,50,79,1.58
98989,0671523074,Eye of the Beholder,26,41,1.5769230769230769
66835,0446603066,Guilt by Association,26,41,1.5769230769230769
57002,0425136612,Night of the Hawk,26,41,1.5769230769230769
83414,0553205315,Road to Gandolfo,26,41,1.5769230769230769
5353,0061032042,Rebecca's Tale,26,41,1.5769230769230769
72941,0451202732,The Second Silence,33,52,1.5757575757575757
29262,0345388771,Primal Fear,54,85,1.5740740740740742
86164,0553288342,Sleepwalk,54,85,1.5740740740740742
69864,0449223043,Guardian,61,96,1.5737704918032787
124046,0804110379,Dangerous Mourning (William Monk Novels (Paperback)),28,44,1.5714285714285714
30439,0345464958,The Last Girls (Ballantine Reader's Circle),28,44,1.5714285714285714
82863,0553142003,Princess Daisy,21,33,1.5714285714285714
151739,155166576X,"Dakota Born (Dakota Trilogy, Book 1)",42,66,1.5714285714285714
85939,0553281798,Trevayne,56,88,1.5714285714285714
29642,0345417941,The Cider House Rules,21,33,1.5714285714285714
72394,0451184114,Dolores Claiborne,35,55,1.5714285714285714
47604,0380820064,And Then He Kissed Me (Avon Romance),21,33,1.5714285714285714
87804,0553561359,Lovers,35,55,1.5714285714285714
87763,0553560271,Shadows,56,88,1.5714285714285714
68615,0449134482,Dances With Wolves,121,190,1.5702479338842976
97201,0671028022,Jade (Wildflowers),30,47,1.5666666666666667
65891,0446362662,Summer of Night (Aspect Fantasy),23,36,1.565217391304348
84754,0553252704,The Parsifal Mosaic,23,36,1.565217391304348
37460,037325055X,Inappropriate Men (Red Dress Ink),23,36,1.565217391304348
28540,0345353625,Her Mother's Daughter,32,50,1.5625
61929,0440236851,The Wedding,73,114,1.5616438356164384
78230,0515109746,Hellion Bride (Bride Trilogy (Paperback)),41,64,1.5609756097560976
88842,0553583085,Kissed by Shadows (Get Connected Romances),25,39,1.56
78146,051510521X,Bitter Sweet,54,84,1.5555555555555556
23747,0312981260,Temple,36,56,1.5555555555555556
65806,0446359637,Breath of Scandal,36,56,1.5555555555555556
85431,0553270540,Silverthorn (Riftwar Saga),27,42,1.5555555555555556
69805,0449221431,The Novel,38,59,1.5526315789473684
36893,037322706X,Phantom Lover  (43 Light Street),29,45,1.5517241379310345
67586,0446802204,Master of the Game,53,82,1.5471698113207548
78922,0515133868,Once Upon a Kiss,35,54,1.542857142857143
49040,0385306059,Wings,35,54,1.542857142857143
62729,0440467012,Otherwise Known As Sheila the Great,24,37,1.5416666666666667
29462,0345404785,Dark Lady,61,94,1.540983606557377
66950,0446605581,Fat Tuesday,89,137,1.5393258426966292
56887,042512892X,Into the Darkness,26,40,1.5384615384615385
100757,0671670646,Gates of Paradise,54,83,1.537037037037037
61979,0440240751,Dating Game,41,63,1.5365853658536586
45355,0380711532,Don't Cry Now,28,43,1.5357142857142858
62320,044040665X,Beezus and Ramona,28,43,1.5357142857142858
47484,0380814811,Home for the Holidays,43,66,1.5348837209302326
113693,0743457935,Late Bloomer,30,46,1.5333333333333334
69510,0449214176,Bluebeard's Egg and Other Stories,30,46,1.5333333333333334
132131,0821766570,The Guest List,45,69,1.5333333333333334
61857,0440235464,Lost Girls,47,72,1.5319148936170213
61125,0440211891,Heartbeat,79,121,1.5316455696202531
77932,0515090654,Twice Loved,32,49,1.53125
101993,0671742949,UNDER SIEGE,32,49,1.53125
100819,0671673688,While My Pretty One Sleeps,134,205,1.5298507462686568
67307,0446613053,The Crush,51,78,1.5294117647058822
98795,0671502522,A Holiday Of Love,40,61,1.525
102059,0671745115,The WICKED HEART,21,32,1.5238095238095237
96666,0671007637,Runaways (Orphans),42,64,1.5238095238095237
69969,0449226182,Amethyst Dreams,25,38,1.52
151916,1551667967,Dead End,25,38,1.52
11171,0140259198,The Island of the Day Before,25,38,1.52
6249,0061095869,Her Own Rules,27,41,1.5185185185185186
6232,0061094595,Calder Pride,27,41,1.5185185185185186
23151,0312960344,Pandora's Clock,54,82,1.5185185185185186
124116,0804112959,Grand Jury,29,44,1.5172413793103448
97202,0671028030,Cat (Wildflowers),29,44,1.5172413793103448
83708,0553213113,Moby-Dick,29,44,1.5172413793103448
23638,0312977360,The Church of Dead Girls,31,47,1.5161290322580645
47346,0380807149,All Shook Up (Avon Romance),31,47,1.5161290322580645
45339,0380711079,Hour of the Hunter,37,56,1.5135135135135136
69827,0449221873,Mexico,37,56,1.5135135135135136
93650,0590568795,"Egg Monsters from Mars (Goosebumps, No 42)",37,56,1.5135135135135136
60010,0440114330,Close encounters of the third kind,37,56,1.5135135135135136
6167,0061092037,The Fourth Estate,39,59,1.5128205128205128
87769,0553560441,The Road to Omaha,63,95,1.507936507936508
85173,0553264079,I'll Take Manhattan,69,104,1.5072463768115942
72927,0451202317,Beyond Eden,68,102,1.5
103999,0679411674,Jazz,22,33,1.5
80141,0517706814,The Law of Love,34,51,1.5
56374,0425090787,The Fourth Deadly Sin,40,60,1.5
61639,0440225116,Secrecy,42,63,1.5
47155,038079828X,Petals on the River (Avon Historical Romance),47,70,1.4893617021276595
47584,038081918X,Getting Lucky (Avon Light Contemporary Romances),45,67,1.488888888888889
66784,0446601985,Iced,37,55,1.4864864864864864
85192,0553264567,"PERFECT SPY, A",33,49,1.4848484848484849
132284,0821770195,Charming Lily (Zebra Books),33,49,1.4848484848484849
61473,0440220793,The 13th Juror,58,86,1.4827586206896552
27569,0345311396,Private Screening,56,83,1.4821428571428572
20741,0312179405,Tell Me Lies,27,40,1.4814814814814814
60911,0440205573,Star,54,80,1.4814814814814814
55943,0425060772,Case of Lucy Bending,27,40,1.4814814814814814
150541,1400031699,The Little Friend,52,77,1.4807692307692308
44804,0380506092,The Natural,25,37,1.48
45549,038071972X,Return to Howliday Inn,25,37,1.48
84623,0553249002,Aquitaine Progression,46,68,1.4782608695652173
104078,0679418733,The Children of Men,23,34,1.4782608695652173
152036,1551669234,Stonebrook Cottage,46,68,1.4782608695652173
78295,051511264X,Prime Witness,65,96,1.476923076923077
107479,0688066631,Whirlwind,21,31,1.4761904761904763
69189,0449206246,The Wheel of Fortune,21,31,1.4761904761904763
131984,0821763075,Finders Keepers (Zebra Books),21,31,1.4761904761904763
151816,1551666669,About Adam,21,31,1.4761904761904763
124202,0804117934,The Silent Cry (William Monk Novels (Paperback)),21,31,1.4761904761904763
61276,0440215994,The Senator's Wife,21,31,1.4761904761904763
90798,0590227637,"Claudia and the Phantom Phone Calls (Baby-Sitters Club, 2)",21,31,1.4761904761904763
152071,1551669609,All Fall Down,21,31,1.4761904761904763
85773,0553278002,The Icarus Agenda,61,90,1.4754098360655739
9914,0140099832,Lake Wobegon Days,40,59,1.475
60512,0440173922,The Ring,51,75,1.4705882352941178
103295,0671886290,Pot of Gold,34,50,1.4705882352941178
96975,0671020323,"Brooke (Orphans Miniseries, Book 3)",34,50,1.4705882352941178
88276,0553572350,Murder at Monticello (Mrs. Murphy Mysteries (Paperback)),34,50,1.4705882352941178
61569,0440223458,A Dry Spell,32,47,1.46875
162855,1853260320,Mansfield Park (Wordsworth Collection),30,44,1.4666666666666666
93395,0590483552,"Attack of the Mutant (Goosebumps, No 25)",30,44,1.4666666666666666
69954,0449225313,The Mark of the Assassin,30,44,1.4666666666666666
6335,0061099252,Family Pictures,45,66,1.4666666666666666
23640,0312977409,House of Dreams,28,41,1.4642857142857142
5346,0061031755,The Promise in a Kiss,28,41,1.4642857142857142
92834,059045367X,"Monster Blood (Goosebumps, No 3)",69,101,1.463768115942029
93494,0590494481,"Piano Lessons Can Be Murder (Goosebumps, No 13)",26,38,1.4615384615384615
102979,067187120X,SEE I TOLD YOU SO,26,38,1.4615384615384615
72412,0451184785,The Takeover,24,35,1.4583333333333333
46418,0380769840,Ashes in the Wind,24,35,1.4583333333333333
78493,0515120863,Killing Critics (Kathleen Mallory Novels (Paperback)),24,35,1.4583333333333333
61368,0440218667,The Select,24,35,1.4583333333333333
88342,0553573705,Almost Innocent,35,51,1.457142857142857
61625,0440224829,Granny Dan,79,115,1.4556962025316456
86077,0553285785,Public Secrets,77,112,1.4545454545454546
65550,0446342106,New Orleans Legacy,22,32,1.4545454545454546
123998,0804108528,Inadmissible Evidence,29,42,1.4482758620689655
6307,0061098027,Free Fall,29,42,1.4482758620689655
61546,0440222826,The Mercy Rule,38,55,1.4473684210526316
6352,0061099686,Downtown,38,55,1.4473684210526316
102183,0671759329,Darkest Hour (Cutler),65,94,1.4461538461538461
123967,0804107386,New Orleans Mourning (Skip Langdon Novels (Paperback)),27,39,1.4444444444444444
85958,0553282204,Bingo,27,39,1.4444444444444444
85952,0553282085,A Little Class on Murder,27,39,1.4444444444444444
61495,0440221501,Lightning,61,88,1.4426229508196722
96794,067101417X,High Tide,61,88,1.4426229508196722
57196,0425147363,Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback)),134,193,1.4402985074626866
27599,034531221X,Lincoln,25,36,1.44
60358,0440156637,MY MOTHER MY SELF,25,36,1.44
27257,0345298349,Gorky Park,82,118,1.4390243902439024
5214,0061013315,The Eleventh Commandment,57,82,1.4385964912280702
999,002026478X,AGE OF INNOCENCE (MOVIE TIE-IN),69,99,1.434782608695652
76534,0486272702,Great Ghost Stories (Dover Thrift Editions),23,33,1.434782608695652
93649,0590568787,"Bad Hare Day (Goosebumps, No 41)",23,33,1.434782608695652
2267,0060005548,Beyond Suspicion,23,33,1.434782608695652
65704,0446353930,Best Kept Secrets,30,43,1.4333333333333333
87805,0553561367,Spring Collection,28,40,1.4285714285714286
73882,0451410025,I Am the Only Running Footman,21,30,1.4285714285714286
126902,0812505158,The War of the Worlds,21,30,1.4285714285714286
23033,0312955731,White Shark,28,40,1.4285714285714286
86111,0553286447,Stalking the Angel,21,30,1.4285714285714286
60785,0440201705,Heaven and Hell,21,30,1.4285714285714286
46919,0380789876,Jade Island (Donovan),28,40,1.4285714285714286
38775,0373285043,With Open Arms (Silhouette Single Title),21,30,1.4285714285714286
96395,0670894508,Cause Celeb,56,80,1.4285714285714286
121550,0786890002,The Art of Deception,33,47,1.4242424242424243
66902,0446604402,The Laws of Our Fathers,85,121,1.423529411764706
102445,0671794507,Flavor of the Month,26,37,1.4230769230769231
45524,0380718367,My Sister the Moon,26,37,1.4230769230769231
61637,0440225078,Ghost Moon,50,71,1.42
102359,0671786466,Paradise County,24,34,1.4166666666666667
65192,0445408502,The Cheshire Cat's Eye,24,34,1.4166666666666667
78346,0515115029,Happy Are the Poor in Spirit (Blackie Ryan Novels),24,34,1.4166666666666667
56666,0425109240,The Timothy Files,29,41,1.4137931034482758
132401,0821772341,Kentucky Rich,44,62,1.4090909090909092
69520,0449214362,Glittering Images,22,31,1.4090909090909092
151970,1551668521,Reckless Encounter,22,31,1.4090909090909092
113331,0743422449,Mercy,32,45,1.40625
96597,0671004271,The Evening Star,30,42,1.4
90149,058351149X,Worst Fears,25,35,1.4
45065,0380701340,Creed for the Third Millennium,50,70,1.4
61542,0440222702,Back Spin (Myron Bolitar Mysteries (Paperback)),25,35,1.4
6346,0061099481,Magic Hour,43,60,1.3953488372093024
57673,0425169871,Firebird,38,53,1.394736842105263
88690,0553580280,Catch As Cat Can,38,53,1.394736842105263
127296,0812521501,"People of the Fire (The First North Americans series, Book 2)",28,39,1.3928571428571428
51339,0394556968,Incubus,23,32,1.391304347826087
78061,0515100536,The Aviators (Brotherhood of War),23,32,1.391304347826087
66819,0446602698,The Juror,36,50,1.3888888888888888
57512,0425163415,The President's Daughter,31,43,1.3870967741935485
99263,0671537458,Waiting to Exhale,88,122,1.3863636363636365
72290,0451180216,Interest of Justice,52,72,1.3846153846153846
152044,1551669315,The Third Wife,26,36,1.3846153846153846
57381,0425157547,Drink With the Devil,26,36,1.3846153846153846
84322,0553239813,Little Drummer Girl,26,36,1.3846153846153846
60037,0440117437,Now and Forever,60,83,1.3833333333333333
85372,0553269321,Echoes in the Darkness,34,47,1.3823529411764706
60020,0440115493,Crescent City,21,29,1.380952380952381
44949,0380633132,We,21,29,1.380952380952381
72960,0451203224,The Crepes of Wrath (Pennsylvania Dutch Mysteries with Recipes (Paperback)),29,40,1.3793103448275863
61629,0440224861,Irresistible Forces,58,80,1.3793103448275863
93745,0590629786,"The Visitor (Animorphs, No 2)",37,51,1.3783783783783783
85558,0553273604,Of Love and Shadows,37,51,1.3783783783783783
104240,0679433740,Paradise,77,106,1.3766233766233766
93648,0590568779,"Night of the Living Dummy III (Goosebumps, No 40)",24,33,1.375
14332,0151010633,Q,24,33,1.375
73064,0451205758,The Matter of Grace (Nal Accent Novels),24,33,1.375
65727,0446356018,Cradle,24,33,1.375
61646,0440225345,The Prodigal Spy,24,33,1.375
29461,0345404777,No Safe Place,75,103,1.3733333333333333
86124,0553287303,Second Child,62,85,1.3709677419354838
93278,0590477455,"Return of the Mummy (Goosebumps, No 23)",27,37,1.3703703703703705
113645,0743453476,Whispers at Midnight,27,37,1.3703703703703705
47780,0380899361,Come Love a Stranger,27,37,1.3703703703703705
57106,0425142868,McNally's Risk (Archy McNally Novels (Paperback)),38,52,1.368421052631579
69233,044920703X,One More Sunday,30,41,1.3666666666666667
151915,1551667959,7b,30,41,1.3666666666666667
6147,0061091618,For Love,30,41,1.3666666666666667
23504,0312971540,Monsoon (A Courtney Family Adventure),22,30,1.3636363636363635
36317,0373218451,Navy Blues,22,30,1.3636363636363635
73009,0451204514,Suspicion of Vengeance,22,30,1.3636363636363635
45415,0380713608,A Morning for Flamingos,22,30,1.3636363636363635
44693,0380405768,Insiders,22,30,1.3636363636363635
44465,0380005255,The Flame and the Flower,36,49,1.3611111111111112
72255,0451179153,Violation,25,34,1.36
78313,0515113719,The Simeon Chamber,28,38,1.3571428571428572
47364,0380807939,A Season Beyond a Kiss,31,42,1.3548387096774193
86467,0553295780,Fugitive Nights,34,46,1.3529411764705883
72283,0451180062,Abuse of Power,34,46,1.3529411764705883
45331,0380710846,Caesar's Women (Masters of Rome Series),23,31,1.3478260869565217
151724,1551665557,Family Way,23,31,1.3478260869565217
57621,0425168220,"State of Siege (Tom Clancy's Op-Center, 6)",69,93,1.3478260869565217
61548,0440222877,Missing Pieces,26,35,1.3461538461538463
151567,1551662914,Above And Beyond,29,39,1.3448275862068966
28769,0345365933,Texas Sunrise,29,39,1.3448275862068966
6225,0061094226,Choke,29,39,1.3448275862068966
29853,0345428285,The Insider,32,43,1.34375
56660,0425108937,Flight of the Old Dog,47,63,1.3404255319148937
61843,0440235154,Where You Belong,59,79,1.3389830508474576
41933,0373825013,"Whirlwind (Tyler, Book 1)",107,143,1.3364485981308412
72617,0451192257,The Revelation,21,28,1.3333333333333333
104123,0679422188,A Woman's Worth,21,28,1.3333333333333333
51491,0394577892,Russia House,27,36,1.3333333333333333
28955,0345374762,The Secret Pilgrim,21,28,1.3333333333333333
72540,0451190149,The Inner Sanctum,21,28,1.3333333333333333
88780,0553581856,A Kiss to Remember,33,44,1.3333333333333333
