,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
144868,0425197220,Hidden Riches,Nora Roberts,2004,Berkley Publishing Group
144914,0941423697,Mercy,Andrea Dworkin,1991,Four Walls Eight Windows
145765,0553095536,Natural Causes,Michael Palmer,1994,Bantam Dell Pub Group
145810,0525940650,Shadows,Jonathan Nasaw,1997,Dutton Books
145904,0849916402,The List,Robert Whitlow,2000,WestBow Press
146020,0894714805,Wuthering Heights,Emily Bronte,1986,Running Press Book Publishers
146208,0804900302,Call of the Wild,Jack London,1980,Airmont Pub Co
146369,0812552393,The Gold Coast,Kim Stanley Robinson,1988,Tor Books
146375,0440295572,Legacy of Silence,Belva Plain,1999,Dell Publishing Company
146516,1568654235,See How They Run,James Patterson,1997,Doubleday Books
146771,0670824399,Matilda,Roald Dahl,1988,Viking Juvenile
146784,0060219432,Julie of the Wolves (Julie of the Wolves),Jean Craighead George,1972,HarperCollins
146934,0785799540,The Stone Diaries,Carol Shields,1999,Sagebrush Bound
147125,9500704447,Eva Luna,Isabel Allende,1987,Sudamericana
147277,0451161858,On the Road,Jack Kerouac,1981,Signet Book
147458,0385337930,A Painted House,JOHN GRISHAM,2004,Delta
147499,1568652046,Cause of Death,Doubleday and Company,1996,Doubleday Books
147652,0739420704,Isle of Dogs,Patricia Cornwell,2001,G. P. Putnam's Sons
147721,0892438770,The Promise,Luane Roche,1996,Liguori Publications
148139,0440910846,The Chamber,John Grisham,1995,Dell Publishing Company
148200,0399141707,Cause of Death,Patricia Daniels Cornwell,1996,Putnam Publishing Group
148242,0743527534,Now You See Her,Linda Howard,2002,Encore
148546,0694524913,Mystic River,Dennis Lehane,2001,HarperAudio
148768,0099928205,"Loves Music, Loves to Dance",Mary Higgins Clark,1991,Arrow
148807,0736649603,Eden Close,Anita Shreve,2000,Books on Tape
148901,0373512619,Life Support,Jennifer Taylor,2003,Harlequin
148936,039551598X,The Things They Carried,Tim O'Brien,1990,Houghton Mifflin
149165,0373612591,Cradle and All,M.J. Rodgers,2003,Harlequin
149528,B0000T6KHI,Three Fates,Nora Roberts,2002,Putnam Pub Group
149668,034531560X,Rendezvous with Rama,Arthur Charles Clarke,1984,Del Rey Books
150106,0060959886,The Legend of Bagger Vance,Steven Pressfield,2000,Perennial
150185,0425170799,Southern Cross,Patricia Daniels Cornwell,2000,Berkley Pub Group
150199,3404141598,Starship Troopers,Robert A. Heinlein,1998,LÃ?Â¼bbe
150204,0743537661,Safe Harbor,Luanne Rice,2004,Simon &amp; Schuster Audio
150276,0312104170,Riptide,Mickey Friedman,1994,St Martins Pr
150348,0553802127,Brazen Virtue,Nora Roberts,2001,Bantam Books
150378,0446890499,Journey,R. Massie,1978,Warner Books
150834,0843930187,Sanctuary,Joseph P. Desario,1991,Leisure Books
150943,0446302724,Illusions,Jessica March,1988,Warner Books
151017,0785788506,Where Are the Children?,Mary Higgins Clark,1999,Sagebrush Bound
151043,0446611905,Coming Home,Shirlee Busbee,2003,Warner Books
151046,0743204298,Deadly Decisions,Kathy Reichs,2000,Scribner
151211,0450053598,Midnight,John Russo,1983,Hodder &amp; Stoughton General Division
151218,2266105329,Accident,Danielle Steel,2001,Pocket
151222,0808518852,Changes,Danielle Steel,1999,Bt Bound
151348,0399116974,"Children of Dune (Dune Chronicles, Book 3)",Frank Herbert,1976,Putnam Publishing Group
151461,0394533054,The Stranger,Albert Camus,1988,Alfred A. Knopf
151538,2226093753,Contagion,Robin Cook,2000,Albin Michel
151545,0345291972,Rendezvous with Rama,Arthur C. Clarke,1980,Del Rey Books
151610,0425064344,Dune,Frank Herbert,1983,Berkley Publishing Group
151658,1892738325,Illusions,Charlotte Vale Allen,1987,Island Nation Press
151757,0712653570,Red Dragon,Thomas Harris,1991,Century
152306,0743204360,On Writing,Stephen King,2000,Scribner
152567,0812967259,The Lost World,ARTHUR CONAN DOYLE,2003,Modern Library
152686,034530988x,Friday,Robert Heinlein,1988,Del Rey Books
152709,0446614459,Split Second,David Baldacci,2004,Warner Vision
152739,0425064352,"Children of Dune (Dune Chronicles, Book 3)",Frank Herbert,1983,Penguin Putnam~mass
152876,0618154000,"The Return of the King (The Lord of the Rings, Part 3)",J. R. R. Tolkien,2001,Houghton Mifflin Company
152881,1565116690,"The Return of the King (The Lord of the Rings, Part 3)",J. R. R. Tolkien,2002,Highbridge Audio
152932,1565116674,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J. R. R. Tolkien,2002,Highbridge Audio
152982,0833532065,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,1999,Sagebrush Bound
152987,0671045865,The Girl Who Loved Tom Gordon,Stephen King,1999,Simon &amp; Schuster Audio
152992,0140867155,"The Drawing of the Three (The Dark Tower, Book 2)",Stephen King,1998,Penguin Audiobooks
153200,055347880X,The Loop,Nicholas Evans,1998,Bantam Audio Publishing
153299,0831778415,Needful Things,Stephen King,1993,Smithmark Pub
153327,1590071352,The Scarlet Letter,Nathaniel Hawthorne,2003,New Millennium Audio
153376,0449005860,A Pirate Looks at Fifty,JIMMY BUFFETT,2000,Ballantine Books
153426,0553477706,The Wedding,Danielle Steel,2000,Random House Audio Publishing Group
153448,0553526057,Fortune's Hand,Belva Plain,1999,Random House Audio Publishing Group
153449,1587884097,The Quiet Game,Greg Iles,2002,Paperback Nova Audio
153533,0879979453,Native Tongue,Suzette Haden Elgin,1984,Daw Books
153537,0399142258,Idoru,William Gibson,1996,Putnam Publishing Group
153554,0451129423,Firestarter,Stephen King,1981,Penguin Putnam~mass
153558,1570429219,Roses Are Red,James Patterson,2000,Time Warner Audio Major
153618,0743532945,Ashes to Ashes,Tami Hoag,2003,Encore
153637,0060536942,Prey,Michael Crichton,2002,HarperAudio
153668,0375806814,Where the Red Fern Grows,Wilson Rawls,2000,Yearling Books
153675,0141802731,Code to Zero,Ken Follett,2000,Penguin Audiobooks
153726,0399145206,Certain Prey,John Sandford,1999,Putnam Berkley Audio
153731,1565112318,Neverwhere,Neil Gaiman,1997,Highbridge Audio
153743,039914823X,How to Be Good,Nick Hornby,2001,Putnam Adult
153765,0743504771,Sudden Prey,John Sanford,2001,Simon &amp; Schuster Audio
153772,074350061X,Mr. Perfect,Linda Howard,2000,Simon &amp; Schuster Audio
153774,0553525123,The Magic Circle,Katherine Neville,1998,Random House
153777,0425064026,Secrets,Elizabeth James,1983,Berkley Pub Group
153847,0385479441,Pandora's Clock,John J. Nance,1995,Bantam Dell Pub Group
153864,0553471392,The Client,John Grisham,1993,Random House Audio
153865,0399147586,Chosen Prey,John Sandford,2001,G. P. Putnam's Sons
153867,0399148949,Mortal Prey,John Sandford,2002,Putnam Adult
153991,1572701137,Rebecca,Daphne Du Maurier,1999,Audio Partners
154067,0671883127,Second Nature,Alice Hoffman,1994,Simon &amp; Schuster Audio
154140,0807219622,"Eragon (Inheritance, Book 1)",Christopher Paolini,2003,Listening Library (Audio)
154289,0385323980,Get Shorty,Elmore Leonard,1998,Delta
154334,0553103547,"A Game of Thrones (A Song of Ice and Fire, Book 1)",George R. R. Martin,2002,Bantam
154491,0821718851,The Experiment,Richard Setlowe,1986,Zebra Books
154569,0075536684,Paradise Lost,John  Milton,1969,McGraw-Hill Humanities/Social Sciences/Languages
154599,0771058667,Journey,Michener A.,1989,McClelland &amp; Stewart
154633,0060504544,Coraline,Neil Gaiman,2002,HarperChildrensAudio
154657,0375728198,A Bend in the Road,Nicholas Sparks,2002,Random House Large Print Publishing
154700,0785727094,Dolores Claiborne,Stephen King,1999,Sagebrush Bound
154715,1570429898,The First Counsel,Brad Meltzer,2001,Time Warner Audio Major
154770,0590139614,Northern Lights (His Dark Materials S.),Philip Pullman,1996,Scholastic Point
154852,0374284385,The Virgin Suicides,Jeffrey Eugenides,1993,Farrar Straus &amp; Giroux
154855,0671570676,Harvest,Tess Gerritsen,1996,Simon &amp; Schuster Audio
155091,0553541749,Sleepwalk,John Saul,1994,Bantam Books
155171,B00007CWQC,The Villa,Nora Roberts,2001,Putnam Pub Group
155267,0140860363,On the Road,Jack Kerouac,2005,Penguin Highbridge
155280,0446677124,The Burden of Proof,Scott Turow,2000,Warner Books
155308,0395051029,Wuthering Heights,Emily Bronte,1956,Houghton Mifflin Company
155330,1570426384,The Simple Truth,David Baldacci,1998,Time Warner Audio Major
155518,0451521854,Sense and Sensibility,Jane Austen,1961,Signet Book
155530,0785758941,Clear and Present Danger (Jack Ryan Novels),Tom Clancy,1999,Sagebrush Bound
155651,5552034341,The Icarus Agenda,Robert Lodlum,1988,Random House Trade
155737,158060059X,The Tailor of Panama,John Le Carre,0,Knopf
156355,0739414771,Firefly Beach,Luanne Rice,2001,Bantom Books
156435,0892962208,False Pretenses,Arthur Lyons,1994,Warner Books Inc
156614,0688057624,The Cider House Rules,John Irving,1985,Harpercollins
156624,0345418131,Eyes of a Child,Richard North Patterson,1997,Ballantine Books
156803,0881848387,Dead Run,Bill Pronzini,1992,Carroll &amp; Graf Publishers
156915,0374371520,Speak,Laurie Halse Anderson,1999,Farrar Straus Giroux
156924,0156155516,Cat and Mouse,Gunter Grass,1991,Harvest Books
157116,0140865977,Out to Canaan (The Mitford Years),Jan Karon,1997,Penguin Audiobooks
157290,0451099664,The Voice of the Night,Brian Coffey,1981,New American Library
157332,0375408282,The Reader,Bernhard Schlink,1999,Random House Audio
157607,0785716335,"The Dragon Reborn (The Wheel of Time, Book 3)",Robert Jordan,1999,Sagebrush Bound
158077,044661095x,Killing Time,Caleb Carr,2002,Warner Books
158120,0141311363,Matilda,Roald Dahl,2001,Puffin Books
158378,075401410X,Atlantis Found,Clive Cussler,2000,Chivers
158456,0399105972,The Once and Future King,T. H. White,1958,Putnam Publishing Group
158607,074343966X,Still Waters,Jennifer Lauck,2002,Washington Square Press
158742,0385294182,Secrets,Danielle Steel,1985,Bantam Books
158952,0375707719,Black Notice,Patricia Daniels Cornwell,2000,Random House Large Print Publishing
159251,0553173421,The Bourne Ultimatum,Robert Ludlum,1990,Bantam Books
159403,0446693332,The Wedding,Nicholas Sparks,2004,Warner Books
159648,038070756X,Open Season,Archer Mayor,1989,Harper Mass Market Paperbacks (Mm)
159941,0399124470,Bittersweet,Susan Strasberg,1980,Putnam Pub Group
159980,0618153985,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J.R.R. Tolkien,2001,Houghton Mifflin Company
159982,0618153993,"The Two Towers (The Lord of the Rings, Part 2)",J. R. R. Tolkien,2001,Houghton Mifflin Company
160395,0316769541,Franny and Zooey,J.D. Salinger,1961,"Little, Brown"
160494,0895771594,Wuthering Heights,Emily Bronte,1982,Readers Digest Assn
160614,0821735365,Sweet Revenge,Jean Simon,1991,Zebra Books
160779,0670032557,"The Drawing of the Three (The Dark Tower, Book 2)",Stephen King,2003,Viking Books
160996,0374181136,Flesh and Blood,Michael Cunningham,1995,Farrar Straus &amp; Giroux
161044,0764225103,Sanctuary,Beverly Lewis,2001,Bethany House Publishers
161308,3499154706,Sula,Toni Morrison,2001,Distribooks
161478,0850095824,After the Fire,John Lockley,1996,Send The Light
161626,0553181092,The Scorpio Illusion,Robert Ludlum,1993,Bantam Books
161801,0345351371,The Eight,Katherine Neville,1988,Ballantine Books
162119,1578150116,Hidden Riches,Nora Roberts,1998,Media Books
162328,0425195201,The Cat Who Could Read Backwards,Lilian Jackson Braun,2003,Berkley Publishing Group
162331,B0000AA9JB,A Darkness More Than Night,Michael Connelly,2001,Little Brown &amp; Company
162469,0395069629,Island of the Blue Dolphins,Scott O'Dell,1960,Houghton Mifflin
162546,0808516957,Anne of Ingleside (Anne of Green Gables Novels (Paperback)),L.M. Montgomery,1999,Sagebrush Bound
162564,0436204886,The Chosen,David Ireland,1998,Secker &amp; Warburg
162665,0747522251,Snow Falling on Cedars,David G. Uterson,1995,Bloomsbury Publishing Plc
162679,159413023X,The Lovely Bones,Alice Sebold,2004,Large Print Press
162756,0072434236,One Hundred Years of Solitude,Gabriel Garcia Marquez,2000,McGraw-Hill College
162804,0060971975,Voyager,Jeana Yeager,1989,Harpercollins
162841,0399134778,The Cat Who Talked to Ghosts,Lilian Jackson Braun,1990,Putnam Pub Group
162971,1571740325,Bittersweet,Mary Summer Rain,1995,Hampton Roads Publishing Company
163205,0749317647,Slow Waltz in Cedar Bend,Robert James Waller,1995,Mandarin
163232,0898041481,Scarlet Feather,Joan Grant,1990,Ariel Press
163329,1561003670,The Forest House,Marion Zimmer Bradley,1994,Brilliance Audio - Trade
163346,3464371646,About a Boy,Nick Hornby,2002,Cornelsen
163477,0252017781,Their Eyes Were Watching God,Zora Neale Hurston,1991,University of Illinois Press
163548,0375402926,Cold Mountain,CHARLES FRAZIER,1998,Random House Audio
163686,0385470789,A Time to Kill,John Grisham,1993,Doubleday Books
163719,1842550942,The Edge,Alan Gibbons,2003,Dolphin Book Co.
163727,0552149675,Back Roads,Tawni O'dell,2001,Transworld Publishers Ltd
163749,0684174723,Sun Also Rises,Ernest Heminway,1982,Holiday House
163964,0613176340,"The Eye of the World (The Wheel of Time, Book 1)",Robert Jordan,1999,Sagebrush Bound
163984,1586212869,The Beach House,James Patterson,2002,Time Warner Audio Major
163985,0743467213,The Wedding,Julie Garwood,2003,Pocket
164079,055347765X,Evening Class,Maeve Binchy,1997,Random House Audio
164129,0375408266,The Reader,Bernhard Schlink,1999,Vintage Books USA
164249,1559944773,Outer Banks,Anne Rivers Siddons,1991,HarperAudio
164293,0345250273,Fahrenheit 451,Bradbury,1976,Not Avail
164524,0451152638,On the Road,Jack Kerouac,1981,Signet Book
164775,0440210356,Natural Causes,Jonathan Valin,1994,Dell Publishing Company
164776,037570440X,Memoirs of a Geisha,Arthur Golden,1999,Random House (P)
164848,0312856865,City of Bones,Martha Wells,1995,St Martins Pr
165320,0385504217,The Da Vinci Code,Dan Brown,2003,Doubleday Books
165432,0843946806,Sweet Revenge,Lynsay Sands,2000,Leisure Books
165796,0451210468,Lie Down With Lions,Ken Follett,2003,New American Library
165827,5554952232,The Road to Omaha,Robert Ludlum,1992,Books on Tape
165982,0802134270,Paradise,Elena Castedo,1995,Grove Press
166071,0385245858,Prelude to Foundation (Foundation Novels (Paperback)),Isaac Asimov,1988,Bantam Dell Pub Group
166542,075281432X,Dust to Dust,Tami Hoag,2000,Orion
166678,0553527304,Sacred Sins,Nora Roberts,2000,Random House Audio Publishing Group
166692,1570427143,Pop Goes the Weasel,James Patterson,1999,Time Warner Audio Major
166729,1551668882,Rising Tides,Emilie Richards,2002,Mira
166886,0553840053,The Apocalypse Watch,Robert Ludlum,1996,Bantam Books
167066,0451150694,Christine,Stephen King,1983,Signet Book
167347,0860685411,West With the Night,Beryl Markham,1984,Random House Inc
167372,0060282983,Charlotte's Web,E. B. White,1999,HarperCollins Publishers
167391,0743474198,Heartbreaker,Julie Garwood,2010,Pocket
167686,0606050728,A Tree Grows in Brooklyn,Betty Smith,1968,Turtleback Books Distributed by Demco Media
167861,B0000C7BNG,Isle of Dogs,Patricia Daniels Cornwell,2001,Putnam Pub Group
167871,0399144722,Southern Cross,Patricia Daniels Cornwell,1999,Putnam Pub Group
167877,0060541830,Congo,Michael Crichton,2003,Avon Books
167914,0553502719,By the Light of the Moon,Dean Koontz,2002,Random House Audio
167991,0613026993,"The Golden Compass (His Dark Materials, Book 1)",Philip Pullman,1999,Sagebrush Education Resources
168742,0452271320,Pagan Babies,Greg Johnson,1994,Penguin USA
168947,0440236142,Get Shorty,Elmore Leonard,2000,Dell Publishing Company
168969,078710566X,The Hundred Secret Senses,Amy Tan,1995,Audio Literature
169625,1593551851,Remember When,Nora Roberts,2003,Brilliance Audio Library Edition
169695,0618346279,"The Return of the King (The Lord of the Rings, Part 3)",J. R. R. Tolkien,2003,Houghton Mifflin Company
169776,1567403158,Breach of Promise,Perri O'Shaughnessy,1999,Paperback Nova Audio
169791,0743520564,Daddy's Little Girl,Mary Higgins Clark,2002,Simon &amp; Schuster Audio
169861,0694515582,Finding Moon,Tony Hillerman,1995,HarperAudio
169877,0399145168,Black Notice,Patricia Daniels Cornwell,1999,Putnam Berkley Audio
169923,0399147608,Hemlock Bay,Catherine Coulter,2001,Putnam Berkley Audio
170050,0833558927,The Dark Half,Stephen King,1999,Sagebrush Bound
170136,0553456636,Hannibal,Thomas Harris,1999,Random House Audio Publishing Group
170305,0972028722,Open Season,Lucy Honig,2002,Scala House
170342,0553382152,Embraced by the Light,Betty J. Eadie,2002,Bantam
170363,0375727892,Dark Lady,Richard North Patterson,2000,Thorndike Press
170414,0812518500,Midnight,Charles Grant,1985,Tor Books
170434,0446393452,Paradise,Elena Castedo,1991,Warner Books
170479,0394415256,The Andromeda Strain,Michael Crichton,1969,Alfred A. Knopf
170672,0670849367,Dolores Claiborne,Stephen King,1992,Penguin USA
170683,0848807804,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,1976,Amereon Limited
170688,0937986178,"The Waste Lands (The Dark Tower, Book 3)",Stephen King,1991,Donald m Grant
170691,0937986917,"The Drawing of the Three (The Dark Tower, Book 2)",Stephen King,1985,Donald m Grant
170821,0380815494,The Reef,Edith Wharton,2000,Avon
171101,0886825075,The Gift,John Steinbeck,1992,Creative Education (Sd)
171236,0330330004,Walk Two Moons,Sharon Creech,1995,MacMillan Publishing Company.
171277,0613066421,The Glass Lake,Maeve Binchy,2001,Sagebrush Bound
171278,0394576551,Caribbean,James A. Michener,1989,Random House Inc
171324,0312138946,Wuthering Heights,Emily Bronte,2000,St. Martin's Press
171328,2266047426,Dolores Claiborne,Stephen King,1996,Distribooks Inc
171519,0440114950,Cry Wolf,Wilbur A. Smith,1983,Bantam Books (Mm)
171663,0553287796,Heartbeat,Norma Fox Mazer,1994,Starfire
171676,0679423664,"Girl, Interrupted",Susanna Kaysen,1993,Turtle Bay Books
171695,0694521531,Little Altars Everywhere,Rebecca Wells,1999,HarperAudio
172139,1570421161,Wuthering Heights,Emily Bronte,1994,Time Warner Audio Major
172141,0517561107,I'll Take Manhattan,Judith Krantz,1986,Random House Value Publishing
172327,0930044177,Outlander,Jane Rule,1981,Naiad Press
172335,1410401766,Killjoy,Julie Garwood,2003,Large Print Press
172391,039912442X,Red Dragon,Thomas Harris,1981,Putnam Pub Group
172574,0804101906,Illusions,Charlotte Vale Allen,1988,Ivy Books
172853,0345419014,The Terminal Man,Michael Crichton,1997,Ballantine Books
173007,0515483109,Debt of Honor,Barbara Cartland,1978,Berkley Pub Group (Mm)
173220,0375705694,The Greatest Generation,TOM BROKAW,1998,Random House Large Print
173498,0399134131,Morning Glory,Lavyrle Spencer,1989,Putnam Pub Group
173514,0785787283,Starship Troopers,Robert Heinlein,1999,Sagebrush Bound
173542,0807106577,A Confederacy of Dunces,John Kennedy Toole,1980,Louisiana State Univ Pr
173648,1559276088,The Prometheus Deception,Robert Ludlum,2000,Audio Renaissance
173809,0788760440,Girl With a Pearl Earring,Tracy Chevalier,2001,Recorded Books
173881,B00006I4OX,Lord of the Flies,William Golding,0,Penguin Putnam
173930,0688013651,Master of the Game,Sidney Sheldon,1982,Harpercollins Juvenile Books
173947,0671887475,Daddy,Janet Inglis,1994,Pocket Books
173959,0399142274,Chromosome 6,Robin Cook,1997,Putnam Publishing Group
174203,0739420267,Impulse,Catherine Coulter,2001,Signet
174214,1551662647,Impulse,Candace Camp,1997,Mira
174311,0553058088,Heartbeat,Norma Fox Mazer,1990,Random House Childrens Books
174452,0373703066,Guardian Angel,Sandra James,1988,Harlequin
174839,0849943744,Life Support,Robert Whitlow,2003,WestBow Press
175395,0965739228,Oryx and Crake,Margaret Atwood,2003,Doubleday
175433,0688092500,Echoes,Jackie Hyman,1990,Harpercollins
175482,0394569814,Alaska,James A. Michener,1988,Random House Inc
175522,0345329767,Remember Me,Fay Weldon,1985,Ballantine Books
175661,009179952X,Three Junes,Julia Glass,2003,Hutchinson
175899,0451519949,Call of the Wild,Jack London,1978,Signet Book
176040,0340493593,The Wedding,Yann Queffelec,1989,Hodder &amp; Stoughton General Division
176072,0312181108,I Capture the Castle,Dodie Smith,1998,Wyatt Book
176127,074350996X,Still Waters,Jennifer Lauck,2001,Simon &amp; Schuster Audio
176156,0394447689,The Terminal Man,Michael Crichton,1972,Alfred A. Knopf
176170,9505112076,Matilda,Roald Dahl,1996,Aguilar
176281,1567404081,The Poisonwood Bible,Barbara Kingsolver,1998,Brilliance Audio
176320,0440145090,The Cry of the Halidon,Jonathan Ryder,1980,Dell Publishing Company
176391,0451136055,The Door to December,Richard Paige,1990,New Amer Library (Mm)
176394,0425079937,Phantoms,Dean R. Koontz,1984,Berkley Publishing Group
176454,0394572734,Eva Luna,Isabel Allende,1988,Random House Inc
176562,0749313803,Illusions,Richard Bach,1992,Mandarin
177114,0515084913,The Cat Who Saw Red,Lilian Jackson Braun,1986,Jove Books
177307,0345249372,Childhood's End,Clarke C.,1976,Not Avail
177323,0340653655,Rose Madder,Stephen King,0,Trafalgar Square
177349,0752819623,Blood Work,Michael Connelly,0,Orion
177353,0684800357,STONES FROM THE RIVER,Ursula Hegi,1995,Scribner
177407,0739307444,Oryx and Crake,MARGARET ATWOOD,2003,Random House Audio
177452,1557360103,Bridge to Terabithia,Katherine Paterson,1987,ABC-Clio Inc
177459,1570424403,The Notebook,Nicholas Sparks,1996,Time Warner Audio Major
177541,1857982088,Restaurant At the End of the Universe,Douglas Adams,0,Millenium Books
177662,0684182602,Sun Also Rises,Ernest Hemingway,1984,Scribner Book Company
177678,8445072773,Idoru,William Gibson,1999,Minotauro
177766,0671023489,Lucky,Jackie Collins,1998,Pocket
177877,0375408312,Dark Lady,Richard North Patterson,1999,Random House Audio
177883,1570429227,Roses Are Red,James Patterson,2000,Time Warner Audio Major
177892,1570429693,Wish You Well,David Baldacci,2000,Time Warner Audio Major
177900,0743520548,Daddy's Little Girl,Mary Higgins Clark,2002,Simon &amp; Schuster Audio
177905,1586211781,A Bend in the Road,Nicholas Sparks,2001,Time Warner Audio Major
177941,1565116844,The Virgin Blue,Tracy Chevalier,2003,Highbridge Audio
178069,1590072561,The Hitchhiker's Guide to the Galaxy,Douglas Adams,2002,New Millennium Press
178344,0394583892,Plum Island,Nelson Demille,1997,Random House Audio
178358,1570428603,Cradle and All,James Patterson,2000,Time Warner Audio Major
178362,1578150442,Outer Banks,Anne Rivers Siddons,1997,Media Books Audio Publishing
178400,1570429685,Wish You Well,David Baldacci,2000,Time Warner Audio Major
178404,0553478826,The Ghost,Danielle Steel,1997,Random House Audio
178413,1570425701,Message in a Bottle,Nicholas Sparks,1998,Time Warner Audio Major
178658,0785778691,Icebound,Dean R. Koontz,1999,Sagebrush Bound
178724,1567404308,The Edge,Catherine Coulter,1999,Brilliance Audio
178730,0739300105,Black House,Stephen King,2001,Random House Audio
178739,0553502417,The Brethren,John Grisham,2000,Random House Audio Publishing Group
178744,1587884518,Writ of Execution,Perri O'Shaughnessy,2001,Brilliance Audio
178747,0553502158,Irresistible Forces,Danielle Steel,1999,Random House Audio Publishing Group
178762,157270036X,To Kill a Mockingbird,Harper Lee,1997,Audio Partners
178775,0553502271,The Testament,John Grisham,1999,Random House Audio
178827,0694525596,Empire Falls,Richard Russo,2001,HarperAudio
178982,0375409513,Sick Puppy,Carl Hiaasen,2000,Random House Audio
178990,0060283149,"The Wide Window (A Series of Unfortunate Events, Book 3)",Lemony Snicket,2000,HarperCollins
179022,0393087328,The Edge,John Vliet Lindsay,1976,W W Norton &amp; Co Inc
179067,0446690457,The Poet,Michael Connelly,2002,Warner Books
179164,0694523038,The Cider House Rules,John Irving,1999,HarperAudio
179545,0312853254,Speaker for the Dead (Ender Wiggins Saga (Paperback)),Orson Scott Card,1992,Tor Books
179677,1586210998,Suzanne's Diary for Nicholas,James Patterson,2001,Time Warner Audio Major
180426,0787120332,Small Town Girl,LaVyrle Spencer,1999,Dove Books Audio
180743,0345294807,The Best Laid Plans,Gail Parent,1981,Ballantine Books
181030,0553479180,The Street Lawyer,John Grisham,1999,Random House Audio Publishing Group
181061,0375418954,The Fourth Hand,John Irving,2001,Random House Audio
181113,0340528281,Paradise,Chaz Brenchley,1994,Hodder &amp; Stoughton General Division
181192,0340793708,The Tailor of Panama,John le Carre,2001,Hodder &amp; Stoughton General Division
181366,0785742271,"Bless Me, Ultima",Rudolfo Anaya,1999,Sagebrush Bound
181475,0747557713,Now You See Me,Lesley Glaister,2002,Bloomsbury Publishing Plc
181530,043936213x,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,2001,Scholastic
182425,0451516621,Pride and Prejudice,Jane Austen,1961,Signet Book
182439,0571141781,Devices and Desires,P D James,0,Faber Faber Inc
182613,0385471971,Rebecca,Daphne Du Maurier,1993,Doubleday Books
182765,0345418972,Sphere,Michael Crichton,1997,Ballantine Books
182950,0006177379,Secrets,Vera Cowie,1990,HarperCollins Publishers
183039,0060976306,Going Home,Doris Lessing,1996,Perennial
183244,0571200486,Lake Wobegon Days,Garrison Keillor,0,Faber Faber Inc
183621,0877207046,Call of the Wild,Jack London,1969,Amsco School Pubns Inc
183982,2226140190,Coraline,Neil Gaiman,2003,Albin Michel
183997,0671510479,Crossings,Stef Ann Holm,1996,Pocket Books
184301,0394740564,Grendel,John Gardner,1985,Random House~trade
184536,0698102193,Lord of the Flies,William G. Golding,1978,Putnam Pub Group
184731,0553502042,The Rainmaker,John Grisham,1997,Random House Audio
184765,0739411144,Riptide,Catherine Coulter,0,G P Putnam's Sons
184826,0395353564,The Secret,"Adrian and Talley, Steven Malone",1984,Houghton Mifflin
184942,0446604836,Where There's Smoke,Ed McBain,1997,Warner Books
185033,2266005669,Jurassic Park,Michael Crichton,1994,Distribooks Inc
186061,0553289713,Night,Alan Rodgers,1991,Spectra Books
186358,0525407200,Tales of a Fourth Grade Nothing,Judy Blume,1972,Dutton Books
186707,0805211152,The Testament,Elie Wiesel,1999,Schocken Books
187026,0523420633,Cry to Heaven,Anne Rice,1983,Pinnacle Books
187140,0451181417,Cause of Death,Cyril Wecht,1994,Onyx Books
187167,0553527568,The Blind Assassin,Margaret Atwood,2000,Random House Audio Publishing Group
187268,0892960728,Crocodile on the Sandbank,Elizabeth Peters,1984,Mysterious Press
187276,1586214497,Chasing the Dime,Michael Connelly,2002,Time Warner Audio Major
187280,0060575913,Coraline,Neil Gaiman,2004,HarperTrophy
187301,0451522265,Pride and Prejudice,Jane Austen,1961,Signet Book
187305,0553528653,Tell No One,Harlan Coben,2001,Random House Audio Publishing Group
187306,0758201230,Sweet Revenge,Kate Clemens,2004,Kensington Publishing Corporation
187319,1586214896,Lost Light,Michael Connelly,2003,Time Warner Audio Major
187325,1587889439,Distant Shores,Kristin Hannah,2002,Brilliance Audio
187334,1586212036,City of Bones,Michael Connelly,2002,Time Warner Audio Major
187346,0553712985,Gone for Good,Harlan Coben,2002,Random House Audio Publishing Group
187400,0399129669,Mindbend,Robin Cook,1985,Putnam Pub Group
187463,0399145192,The Edge,Catherine Coulter,1999,Putnam Berkley Audio
187662,2290053414,Rose Madder,Stephen King,1999,J'ai lu
188054,0702219487,Palomino,Elizabeth Jolley,1998,University of Queensland Pr (Australia)
188063,014023313x,The Stone Diaries,Carol Shields,1995,Penguin Books
188137,0805958061,The Gift,Norma Elena D' Aguilar,2002,Dorrance Pub Co
188623,0590319000,Between Friends,Sheila Garrigue,1987,Scholastic
188648,0739406388,Timeline,Michael Crichton,0,"Knopf, Alfred A"
188855,0694522554,"Night Moves (Tom Clancy's Net Force, No. 3)",Netco Partners,2000,HarperAudio
188907,044023722x,A Painted House,John Grisham,2001,Dell Publishing Company
189000,0875796575,Secrets,Blaine M. Yorgason,1992,Deseret Book Company
189093,0394505557,Space,James A. Michener,1982,Random House~trade
189142,0821735136,Naked Prey,Larry Kane,1991,Zebra Books
189167,0891075895,This Present Darkness,Frank E. Peretti,1990,Good News Pub
